,ID,Producto,Cliente,Año,Periodo,Cantidad,Ingresos,Conteo,Costos,Margen
981,982,Tahini Paste,Monahan-Tromp,2019,5,4.0,74.4,3.0,50.84,23.560000000000002
982,983,Tahini Paste,Monahan-Tromp,2019,6,7.0,148.8,7.0,91.38,57.420000000000016
984,985,Cleaner - Comet,Monahan-Tromp,2019,4,2.0,90.0,1.0,52.66,37.34
987,988,Wine - Pinot Noir Latour,Monahan-Tromp,2019,6,3.0,135.0,3.0,78.99,56.010000000000005
990,991,"Yogurt - Peach, 175 Gr",Monahan-Tromp,2019,2,1.0,30.0,1.0,10.62,19.380000000000003
994,995,Yokaline,Monahan-Tromp,2019,5,1.0,9.0,1.0,5.9,3.0999999999999996
998,999,Pork Ham Prager,Monahan-Tromp,2019,6,1.0,18.75,1.0,9.07,9.68
1012,1013,Cranberries - Frozen,Monahan-Tromp,2019,1,7.0,163.5,3.0,98.71,64.79
1015,1016,V8 Pet,Monahan-Tromp,2019,3,4.0,102.0,3.0,53.5,48.5
1017,1018,V8 Pet,Monahan-Tromp,2019,5,2.0,55.0,2.0,35.59,19.409999999999997
1018,1019,V8 Pet,Monahan-Tromp,2019,6,4.0,110.0,2.0,72.31,37.69
1034,1035,Ice Cream Bar - Hagen Daz,Monahan-Tromp,2019,4,4.0,160.0,3.0,57.43,102.57
1038,1039,"Trout - Rainbow, Fresh",Monahan-Tromp,2019,6,5.0,420.0,3.0,207.25,212.75
1042,1043,Wine - Cave Springs Dry Riesling,Monahan-Tromp,2019,1,4.0,68.0,1.0,37.0,31.0
1046,1047,Food Colouring - Orange,Monahan-Tromp,2019,1,3.0,225.0,1.0,147.5,77.5
1049,1050,Paper Towel Touchless,Monahan-Tromp,2019,2,4.0,300.0,3.0,196.67,103.33000000000001
1051,1052,Paper Towel Touchless,Monahan-Tromp,2019,3,4.0,300.0,2.0,196.67,103.33000000000001
1052,1053,Paper Towel Touchless,Monahan-Tromp,2019,5,2.0,150.0,2.0,98.34,51.66
1054,1055,Lamb - Shoulder,Monahan-Tromp,2019,3,1.0,65.0,1.0,24.59,40.41
1057,1058,"Onions - Dried, Chopped",Monahan-Tromp,2019,4,4.0,260.0,3.0,98.35,161.65
1059,1060,"Onions - Dried, Chopped",Monahan-Tromp,2019,5,2.0,130.0,1.0,49.17,80.83
1061,1062,"Vinegar - Balsamic, White",Monahan-Tromp,2019,3,1.0,40.5,1.0,14.88,25.619999999999997
1073,1074,Cookies - Amaretto,Emmerich LLC,2019,1,31.0,468.95,9.0,311.16,157.78999999999996
1076,1077,Island Oasis - Magarita Mix,Emmerich LLC,2019,2,20.0,295.0,7.0,193.2,101.80000000000001
1078,1079,Island Oasis - Magarita Mix,Emmerich LLC,2019,3,30.0,442.5,8.0,289.8,152.7
1079,1080,Island Oasis - Magarita Mix,Emmerich LLC,2019,4,8.0,122.0,3.0,81.28,40.72
1080,1081,Island Oasis - Magarita Mix,Emmerich LLC,2019,5,1.0,16.75,1.0,11.66,5.09
1081,1082,Island Oasis - Magarita Mix,Emmerich LLC,2019,6,4.0,67.0,2.0,46.64,20.36
1093,1094,Tomatoes,Emmerich LLC,2019,1,4.0,67.2,3.0,51.16,16.040000000000006
1096,1097,Chinese Foods - Plain Fried Rice,Emmerich LLC,2019,2,2.0,33.5,2.0,25.48,8.02
1098,1099,Chinese Foods - Plain Fried Rice,Emmerich LLC,2019,3,3.0,50.25,3.0,38.22,12.030000000000001
1099,1100,Chinese Foods - Plain Fried Rice,Emmerich LLC,2019,6,3.0,55.17,1.0,43.14,12.030000000000001
1101,1102,Mix Pina Colada,Emmerich LLC,2019,6,6.0,110.34,4.0,87.07,23.27000000000001
1105,1106,Kohlrabi,Emmerich LLC,2019,2,3.0,37.65,2.0,25.25,12.399999999999999
1108,1109,Puree - Guava,Emmerich LLC,2019,6,1.0,12.55,1.0,8.42,4.130000000000001
1121,1122,Caviar - Salmon,Emmerich LLC,2019,1,1.0,24.5,1.0,13.35,11.15
1124,1125,Asparagus - Mexican,Emmerich LLC,2019,2,1.0,24.5,1.0,13.35,11.15
1126,1127,Asparagus - Mexican,Emmerich LLC,2019,3,4.0,98.0,3.0,53.4,44.6
1127,1128,Asparagus - Mexican,Emmerich LLC,2019,4,2.0,49.0,2.0,26.7,22.3
1128,1129,Asparagus - Mexican,Emmerich LLC,2019,5,6.0,147.0,4.0,80.1,66.9
1129,1130,Asparagus - Mexican,Emmerich LLC,2019,6,3.0,73.5,3.0,40.05,33.45
1131,1132,Muffin Orange Individual,Emmerich LLC,2019,3,3.0,135.0,1.0,135.0,0.0
1145,1146,Sping Loaded Cup Dispenser,Emmerich LLC,2019,3,15.0,269.55,1.0,97.19,172.36
1149,1150,Lettuce - Green Leaf,Emmerich LLC,2019,5,2.0,117.5,1.0,74.17,43.33
1153,1154,V8 Splash Strawberry Banana,Emmerich LLC,2019,1,2.0,70.0,2.0,38.42,31.58
1156,1157,Soup Knorr Chili With Beans,Emmerich LLC,2019,2,3.0,105.0,3.0,57.63,47.37
1158,1159,Soup Knorr Chili With Beans,Emmerich LLC,2019,3,3.0,105.0,2.0,48.01,56.99
1159,1160,Soup Knorr Chili With Beans,Emmerich LLC,2019,4,1.0,35.0,1.0,16.23,18.77
1160,1161,Soup Knorr Chili With Beans,Emmerich LLC,2019,5,2.0,70.0,2.0,32.46,37.54
1161,1162,Soup Knorr Chili With Beans,Emmerich LLC,2019,6,2.0,70.0,2.0,33.16,36.84
1163,1164,"Lemonade - Kiwi, 591 Ml",Emmerich LLC,2019,1,1.0,65.5,1.0,16.72,48.78
1166,1167,Lemons,Emmerich LLC,2019,2,2.0,131.0,1.0,33.43,97.57
1168,1169,Lemons,Emmerich LLC,2019,6,1.0,65.5,1.0,23.23,42.269999999999996
1170,1171,Wine La Vielle Ferme Cote Du,Emmerich LLC,2019,1,2.0,424.0,2.0,208.94,215.06
1173,1174,Olives - Kalamata,Emmerich LLC,2019,6,1.0,212.0,1.0,104.47,107.53
1186,1187,Wine - Sawmill Creek Autumn,Emmerich LLC,2019,1,3.0,45.75,2.0,15.63,30.119999999999997
1189,1190,Dried Juniper Berries 1#/pp,Emmerich LLC,2019,3,1.0,15.25,1.0,4.19,11.059999999999999
1191,1192,Dried Juniper Berries 1#/pp,Emmerich LLC,2019,4,1.0,15.25,1.0,4.19,11.059999999999999
1192,1193,Dried Juniper Berries 1#/pp,Emmerich LLC,2019,5,1.0,15.25,1.0,4.19,11.059999999999999
1193,1194,Dried Juniper Berries 1#/pp,Emmerich LLC,2019,6,3.0,45.75,3.0,12.58,33.17
1195,1196,Wine - Fat Bastard Merlot,Emmerich LLC,2019,1,3.0,54.2,3.0,36.53,17.67
1198,1199,Tahini Paste,Emmerich LLC,2019,3,5.0,93.0,3.0,63.55,29.450000000000003
1200,1201,Tahini Paste,Emmerich LLC,2019,4,2.0,37.2,1.0,25.42,11.780000000000001
1201,1202,Tahini Paste,Emmerich LLC,2019,5,1.0,18.6,1.0,12.71,5.890000000000001
1202,1203,Tahini Paste,Emmerich LLC,2019,6,4.0,74.4,1.0,50.84,23.560000000000002
1204,1205,Juice - Mango,Emmerich LLC,2019,1,13.0,213.0,10.0,147.82,65.18
1207,1208,Longos - Lasagna Beef,Emmerich LLC,2019,2,9.0,162.0,6.0,112.82,49.18000000000001
1209,1210,Longos - Lasagna Beef,Emmerich LLC,2019,3,4.0,72.0,4.0,49.14,22.86
1211,1212,"Quail - Whole, Bone - In",Emmerich LLC,2019,5,5.0,50.75,3.0,27.9,22.85
1215,1216,Cranberries - Frozen,Emmerich LLC,2019,2,2.0,51.0,1.0,32.48,18.520000000000003
1218,1219,V8 Pet,Emmerich LLC,2019,3,1.0,25.5,1.0,13.31,12.19
1220,1221,V8 Pet,Emmerich LLC,2019,4,7.0,178.5,2.0,109.64,68.86
1221,1222,V8 Pet,Emmerich LLC,2019,5,7.0,192.5,3.0,123.67,68.83
1222,1223,V8 Pet,Emmerich LLC,2019,6,1.0,27.5,1.0,17.91,9.59
1224,1225,Tea - Vanilla Chai,Emmerich LLC,2019,1,19.0,292.4,9.0,206.52,85.87999999999997
1227,1228,"Chicken - Base, Ultimate",Emmerich LLC,2019,2,30.0,465.0,10.0,329.41,135.58999999999997
1230,1231,"Chicken - Base, Ultimate",Emmerich LLC,2019,4,26.0,403.0,8.0,285.49,117.50999999999999
1231,1232,"Chicken - Base, Ultimate",Emmerich LLC,2019,5,32.0,496.0,11.0,351.36,144.64
1234,1235,"Soup - Campbells, Lentil",Emmerich LLC,2019,3,5.0,77.5,1.0,50.38,27.119999999999997
1248,1249,Wine - Cotes Du Rhone,Emmerich LLC,2019,1,50.0,450.0,1.0,160.0,290.0
1256,1257,Wine - Cave Springs Dry Riesling,Emmerich LLC,2019,4,1.0,17.0,1.0,9.25,7.75
1264,1747,Cookies - Amaretto,"Jones, Hilpert and Dach",2019,3,2.0,29.5,1.0,19.32,10.18
1267,1750,Island Oasis - Magarita Mix,"Jones, Hilpert and Dach",2019,4,2.0,29.5,1.0,19.32,10.18
1269,1752,Island Oasis - Magarita Mix,"Jones, Hilpert and Dach",2019,6,2.0,29.5,1.0,19.32,10.18
1281,1764,Tomatoes,"Jones, Hilpert and Dach",2019,1,1.0,16.75,1.0,12.74,4.01
1284,1767,Chinese Foods - Plain Fried Rice,"Jones, Hilpert and Dach",2019,3,1.0,16.75,1.0,12.74,4.01
1307,1790,Sea Urchin,"Jones, Hilpert and Dach",2019,1,1.0,10.0,1.0,5.76,4.24
1310,1793,Juice - V8 Splash,"Jones, Hilpert and Dach",2019,5,1.0,10.0,1.0,5.76,4.24
1312,1795,Juice - V8 Splash,"Jones, Hilpert and Dach",2019,6,6.0,60.0,1.0,34.59,25.409999999999997
1314,1797,V8 Splash Strawberry Banana,"Jones, Hilpert and Dach",2019,3,5.0,182.5,1.0,103.57,78.93
1318,1801,Pears - Bartlett,"Jones, Hilpert and Dach",2019,1,6.0,211.5,3.0,99.35,112.15
1321,1804,Food Colouring - Orange,"Jones, Hilpert and Dach",2019,2,2.0,141.0,2.0,43.16,97.84
1323,1806,Food Colouring - Orange,"Jones, Hilpert and Dach",2019,3,4.0,141.0,2.0,66.24,74.76
1324,1807,Food Colouring - Orange,"Jones, Hilpert and Dach",2019,4,9.0,405.0,4.0,236.79,168.21
1326,1809,Food Colouring - Orange,"Jones, Hilpert and Dach",2019,6,4.0,180.0,2.0,105.24,74.76
1328,1811,Cheese - Swiss,"Jones, Hilpert and Dach",2019,1,3.0,45.9,1.0,22.39,23.509999999999998
1331,1814,Potatoes - Idaho 80 Count,"Jones, Hilpert and Dach",2019,3,3.0,45.9,1.0,22.39,23.509999999999998
1333,1816,Potatoes - Idaho 80 Count,"Jones, Hilpert and Dach",2019,6,2.0,30.6,1.0,14.18,16.42
1335,1818,Wine - Sawmill Creek Autumn,"Jones, Hilpert and Dach",2019,2,2.0,49.0,1.0,28.92,20.08
1339,1822,Bread - English Muffin,"Jones, Hilpert and Dach",2019,1,1.0,30.75,1.0,3.64,27.11
1343,1826,Cranberries - Frozen,"Jones, Hilpert and Dach",2019,1,17.0,357.0,5.0,199.68,157.32
1346,1829,V8 Pet,"Jones, Hilpert and Dach",2019,2,12.0,306.0,3.0,194.91,111.09
1348,1831,V8 Pet,"Jones, Hilpert and Dach",2019,3,14.0,357.0,3.0,213.68,143.32
1349,1832,V8 Pet,"Jones, Hilpert and Dach",2019,4,12.0,306.0,3.0,187.96,118.03999999999999
1350,1833,V8 Pet,"Jones, Hilpert and Dach",2019,5,14.0,385.0,3.0,247.82,137.18
1351,1834,V8 Pet,"Jones, Hilpert and Dach",2019,6,16.0,440.0,3.0,290.55,149.45
1363,1846,Wine - Cotes Du Rhone,"Jones, Hilpert and Dach",2019,2,27.0,243.0,2.0,86.4,156.6
1367,1850,Lemon Grass,"Jones, Hilpert and Dach",2019,1,34.0,637.86,10.0,334.17,303.69
1370,1853,Island Oasis - Peach Daiquiri,"Jones, Hilpert and Dach",2019,2,19.0,356.25,6.0,186.55,169.7
1374,1857,Island Oasis - Peach Daiquiri,"Jones, Hilpert and Dach",2019,5,30.0,562.5,9.0,294.53,267.97
1405,1888,Tomatoes - Heirloom,Hauck-Rogahn,2019,1,10.0,123.0,1.0,28.87,94.13
1409,1892,Kippers - Smoked,Hauck-Rogahn,2019,1,4.0,76.0,1.0,18.0,58.0
1413,1896,"Flour - Buckwheat, Dark",Hauck-Rogahn,2019,1,1.0,48.0,1.0,20.62,27.38
1421,1904,Pants Custom Dry Clean,Shields Inc,2019,2,25.0,162.5,1.0,87.4,75.1
1424,1907,Basil - Thai,Shields Inc,2019,3,15.0,97.5,1.0,52.44,45.06
1427,1910,Sauce - Salsa,Shields Inc,2019,2,20.0,119.0,1.0,93.2,25.799999999999997
1430,1913,Muffin Orange Individual,Shields Inc,2019,3,15.0,89.25,1.0,69.9,19.349999999999994
1433,1916,"Bread - Sticks, Thin, Plain",Shields Inc,2019,1,30.0,207.0,1.0,160.01,46.99000000000001
1436,1919,Coffee - French Vanilla Frothy,Shields Inc,2019,3,25.0,172.5,1.0,133.34,39.16
1438,1921,Coffee - French Vanilla Frothy,Shields Inc,2019,5,40.0,276.0,1.0,213.35,62.650000000000006
1440,1923,"Nut - Pistachio, Shelled",Shields Inc,2019,1,10.0,144.0,1.0,40.85,103.15
1443,1926,Arizona - Plum Green Tea,Shields Inc,2019,2,15.0,216.0,1.0,61.27,154.73
1445,1928,Arizona - Plum Green Tea,Shields Inc,2019,3,10.0,141.0,1.0,37.85,103.15
1446,1929,Arizona - Plum Green Tea,Shields Inc,2019,5,10.0,144.0,1.0,40.85,103.15
1448,1931,"Arctic Char - Fresh, Whole",Shields Inc,2019,1,30.0,405.0,1.0,238.9,166.1
1451,1934,Pants Custom Dry Clean,Shields Inc,2019,2,30.0,405.0,1.0,238.9,166.1
1453,1936,Pants Custom Dry Clean,Shields Inc,2019,3,35.0,472.5,1.0,278.72,193.77999999999997
1465,1948,Ecolab - Mikroklene 4/4 L,Shields Inc,2019,1,25.0,252.5,1.0,156.67,95.83000000000001
1468,1951,Shrimp - 150 - 250,Shields Inc,2019,2,30.0,303.0,1.0,188.01,114.99000000000001
1470,1953,Shrimp - 150 - 250,Shields Inc,2019,3,15.0,151.5,1.0,94.0,57.5
1471,1954,Shrimp - 150 - 250,Shields Inc,2019,5,35.0,353.5,1.0,219.34,134.16
1477,1960,Pants Custom Dry Clean,"Rogahn, Jenkins and Wolff",2019,1,24.0,156.0,1.0,83.9,72.1
1482,1965,Basil - Thai,"Rogahn, Jenkins and Wolff",2019,3,12.0,78.0,1.0,41.95,36.05
1483,1966,Basil - Thai,"Rogahn, Jenkins and Wolff",2019,4,12.0,78.0,1.0,41.95,36.05
1484,1967,Basil - Thai,"Rogahn, Jenkins and Wolff",2019,5,24.0,156.0,3.0,83.9,72.1
1486,1969,Sauce - Salsa,"Rogahn, Jenkins and Wolff",2019,1,48.0,285.6,2.0,223.68,61.920000000000016
1489,1972,Muffin Orange Individual,"Rogahn, Jenkins and Wolff",2019,2,12.0,66.0,1.0,50.52,15.479999999999997
1491,1974,Muffin Orange Individual,"Rogahn, Jenkins and Wolff",2019,3,48.0,285.6,2.0,223.68,61.920000000000016
1492,1975,Muffin Orange Individual,"Rogahn, Jenkins and Wolff",2019,4,12.0,71.4,1.0,55.92,15.480000000000004
1493,1976,Muffin Orange Individual,"Rogahn, Jenkins and Wolff",2019,5,24.0,142.8,3.0,111.84,30.960000000000008
1503,1986,"Nut - Pistachio, Shelled","Rogahn, Jenkins and Wolff",2019,1,48.0,691.2,1.0,196.08,495.12
1506,1989,Arizona - Plum Green Tea,"Rogahn, Jenkins and Wolff",2019,3,12.0,172.8,1.0,49.02,123.78
1508,1991,Arizona - Plum Green Tea,"Rogahn, Jenkins and Wolff",2019,4,12.0,172.8,1.0,49.02,123.78
1509,1992,Arizona - Plum Green Tea,"Rogahn, Jenkins and Wolff",2019,5,36.0,518.4,3.0,147.06,371.34
1531,2014,Cake - Mini Cheesecake,"Rogahn, Jenkins and Wolff",2019,3,12.0,548.4,1.0,297.19,251.20999999999998
1539,2022,Shrimp - 150 - 250,"Rogahn, Jenkins and Wolff",2019,3,36.0,363.6,1.0,225.61,137.99
1541,2024,Shrimp - 150 - 250,"Rogahn, Jenkins and Wolff",2019,4,12.0,121.2,1.0,75.2,46.0
1548,2031,Soup - Campbells,Marvin-Mosciski,2019,4,10.0,420.0,1.0,279.82,140.18
1556,2039,Rum - Mount Gay Eclipes,"Blick, Hudson and Monahan",2019,5,2.0,40.0,1.0,5.28,34.72
1580,2063,Sugar - Palm,"Blick, Hudson and Monahan",2019,2,3.0,75.0,1.0,23.37,51.629999999999995
1584,2067,Lobster - Tail 6 Oz,"Blick, Hudson and Monahan",2019,1,26.0,458.25,5.0,244.27,213.98
1587,2070,Flour - Chickpea,"Blick, Hudson and Monahan",2019,2,21.0,378.0,5.0,205.17,172.83
1590,2073,Flour - Chickpea,"Blick, Hudson and Monahan",2019,4,29.0,518.0,7.0,279.33,238.67000000000002
1591,2074,Flour - Chickpea,"Blick, Hudson and Monahan",2019,5,35.0,630.0,5.0,341.95,288.05
1592,2075,Flour - Chickpea,"Blick, Hudson and Monahan",2019,6,32.0,573.5,7.0,310.14,263.36
1594,2077,Hand Towel,"Blick, Hudson and Monahan",2019,2,3.0,117.0,2.0,34.59,82.41
1598,2081,"Flour - Buckwheat, Dark","Blick, Hudson and Monahan",2019,2,1.0,43.5,1.0,14.56,28.939999999999998
1602,2085,Wine - Periguita Fonseca,"Blick, Hudson and Monahan",2019,1,17.0,316.5,6.0,205.56,110.94
1605,2088,Wild Mix 3#/cs,"Blick, Hudson and Monahan",2019,2,19.0,334.75,7.0,210.77,123.97999999999999
1607,2090,Wild Mix 3#/cs,"Blick, Hudson and Monahan",2019,3,26.0,459.0,10.0,289.35,169.64999999999998
1609,2092,Wild Mix 3#/cs,"Blick, Hudson and Monahan",2019,5,18.0,319.5,6.0,202.04,117.46000000000001
1610,2093,Wild Mix 3#/cs,"Blick, Hudson and Monahan",2019,6,19.0,337.25,7.0,213.27,123.97999999999999
1612,2095,Pepper - Sorrano,"Blick, Hudson and Monahan",2019,1,3.0,75.0,1.0,46.96,28.04
1615,2098,Coffee Caramel Biscotti,"Blick, Hudson and Monahan",2019,2,3.0,75.0,1.0,46.96,28.04
1618,2101,Wine - Sawmill Creek Autumn,"Blick, Hudson and Monahan",2019,1,10.0,250.0,1.0,149.59,100.41
1621,2104,Dried Juniper Berries 1#/pp,"Blick, Hudson and Monahan",2019,3,10.0,250.0,1.0,139.45,110.55000000000001
1623,2106,Dried Juniper Berries 1#/pp,"Blick, Hudson and Monahan",2019,4,10.0,250.0,1.0,139.45,110.55000000000001
1625,2108,Cheese - Gouda,"Blick, Hudson and Monahan",2019,3,2.0,49.0,1.0,19.17,29.83
1628,2111,"Wine - White, Riesling, Henry Of","Blick, Hudson and Monahan",2019,5,3.0,73.5,1.0,28.75,44.75
1631,2114,Cranberries - Frozen,"Blick, Hudson and Monahan",2019,1,8.0,168.0,2.0,93.98,74.02
1634,2117,V8 Pet,"Blick, Hudson and Monahan",2019,2,2.0,45.0,1.0,26.48,18.52
1636,2119,V8 Pet,"Blick, Hudson and Monahan",2019,3,7.0,157.5,2.0,72.41,85.09
1642,2125,Rye Special Old,"Blick, Hudson and Monahan",2019,1,12.0,222.0,2.0,59.24,162.76
1645,2128,Fresh Cape Gooseberries 12 pp/cs,"Blick, Hudson and Monahan",2019,5,10.0,190.0,2.0,82.21,107.79
1662,2145,Island Oasis - Cappucino Mix,Keeling-O'Connell,2019,5,11.0,167.97,1.0,67.71,100.26
1669,2152,Lamb - Ground,Keeling-O'Connell,2019,2,7.0,392.7,3.0,169.31,223.39
1671,2154,Lamb - Ground,Keeling-O'Connell,2019,3,10.0,482.0,5.0,156.53,325.47
1673,2156,Lamb - Ground,Keeling-O'Connell,2019,5,11.0,616.0,4.0,252.01,363.99
1674,2157,Lamb - Ground,Keeling-O'Connell,2019,6,11.0,616.0,4.0,250.01,365.99
1684,2167,Bulgar,Keeling-O'Connell,2019,6,7.0,297.5,1.0,87.44,210.06
1694,2177,Fiddlehead - Frozen,Keeling-O'Connell,2019,6,7.0,297.5,1.0,84.43,213.07
1696,2179,Cake - Pancake,Keeling-O'Connell,2019,2,2.0,130.8,1.0,40.14,90.66000000000001
1711,2194,Wine - Domaine Boyar Royal,"Willms, Gulgowski and Jaskolski",2019,5,10.0,300.0,1.0,100.46,199.54000000000002
1723,2206,Dc - Sakura Fu,Herzog-Gusikowski,2019,4,2.0,36.0,1.0,1.41,34.59
1726,2209,Filling - Mince Meat,Herzog-Gusikowski,2019,5,39.0,702.0,5.0,27.47,674.53
1728,2211,Filling - Mince Meat,Herzog-Gusikowski,2019,6,10.0,180.0,4.0,5.56,174.44
1730,2213,Kippers - Smoked,Herzog-Gusikowski,2019,1,11.0,203.5,4.0,44.0,159.5
1733,2216,Fresh Portabella - 5lbs,Herzog-Gusikowski,2019,2,8.0,148.0,2.0,31.28,116.72
1735,2218,Fresh Portabella - 5lbs,Herzog-Gusikowski,2019,3,5.0,92.5,3.0,19.22,73.28
1743,2226,Tarragon - Fresh,Herzog-Gusikowski,2019,2,18.0,450.0,3.0,136.7,313.3
1746,2229,Tarragon - Fresh,Herzog-Gusikowski,2019,4,22.0,625.0,5.0,145.25,479.75
1748,2231,Tarragon - Fresh,Herzog-Gusikowski,2019,6,26.0,650.0,6.0,162.05,487.95
1750,2233,Lobster - Tail 6 Oz,Herzog-Gusikowski,2019,4,3.0,66.0,1.0,41.31,24.689999999999998
1771,2254,Flour - Masa De Harina Mexican,Herzog-Gusikowski,2019,5,12.0,222.25,3.0,9.81,212.44
1775,2258,Hand Towel,Herzog-Gusikowski,2019,2,2.0,78.0,2.0,23.06,54.94
1778,2261,Bulgar,Herzog-Gusikowski,2019,3,7.0,382.9,1.0,176.54,206.35999999999999
1781,2264,"Flour - Buckwheat, Dark",Herzog-Gusikowski,2019,2,2.0,96.0,1.0,38.23,57.77
1785,2268,Mix Pina Colada,Herzog-Gusikowski,2019,4,0.0,112.0,1.0,0.0,112.0
1790,2273,Lidsoupcont Rp12dn,Herzog-Gusikowski,2019,6,28.0,392.0,4.0,283.5,108.5
1792,2275,"Butter - Salted, Micro",Herzog-Gusikowski,2019,5,0.0,14.0,1.0,0.0,14.0
1796,2279,Icecream Cone - Areo Chocolate,Herzog-Gusikowski,2019,1,7.0,127.4,4.0,80.22,47.18000000000001
1799,2282,Cheese - Camembert,Herzog-Gusikowski,2019,2,8.0,145.6,3.0,91.68,53.91999999999999
1801,2284,Cheese - Camembert,Herzog-Gusikowski,2019,3,10.0,182.0,4.0,114.6,67.4
1802,2285,Cheese - Camembert,Herzog-Gusikowski,2019,4,9.0,219.4,5.0,149.14,70.26000000000002
1803,2286,Cheese - Camembert,Herzog-Gusikowski,2019,5,10.0,182.0,5.0,114.6,67.4
1805,2288,Wine - Periguita Fonseca,Herzog-Gusikowski,2019,3,3.0,66.0,1.0,46.42,19.58
1808,2291,Wild Mix 3#/cs,Herzog-Gusikowski,2019,5,3.0,66.0,1.0,46.42,19.58
1811,2294,Bread Country Roll,Herzog-Gusikowski,2019,1,7.0,116.9,4.0,29.66,87.24000000000001
1814,2297,Juice - Apple Cider,Herzog-Gusikowski,2019,2,8.0,133.6,3.0,33.89,99.71
1816,2299,Juice - Apple Cider,Herzog-Gusikowski,2019,3,10.0,167.0,4.0,42.36,124.64
1817,2300,Juice - Apple Cider,Herzog-Gusikowski,2019,4,9.0,255.5,6.0,106.72,148.78
1818,2301,Juice - Apple Cider,Herzog-Gusikowski,2019,5,12.0,200.4,6.0,50.83,149.57
1820,2303,Pepper - Jalapeno,Herzog-Gusikowski,2019,5,8.0,60.0,1.0,13.6,46.4
1823,2306,Thyme - Fresh,Herzog-Gusikowski,2019,6,2.0,16.0,2.0,4.9,11.1
1844,2327,Pepper - Sorrano,"Bernhard, Gorczany and Prosacco",2019,1,9.0,94.68,2.0,10.55,84.13000000000001
1847,2330,Coffee Caramel Biscotti,"Bernhard, Gorczany and Prosacco",2019,2,27.0,284.04,6.0,31.65,252.39000000000001
1849,2332,Coffee Caramel Biscotti,"Bernhard, Gorczany and Prosacco",2019,3,18.0,189.36,3.0,21.1,168.26000000000002
1850,2333,Coffee Caramel Biscotti,"Bernhard, Gorczany and Prosacco",2019,4,14.0,147.28,3.0,16.41,130.87
1851,2334,Coffee Caramel Biscotti,"Bernhard, Gorczany and Prosacco",2019,5,67.0,704.84,7.0,78.55,626.2900000000001
1852,2335,Coffee Caramel Biscotti,"Bernhard, Gorczany and Prosacco",2019,6,53.0,557.56,6.0,62.13,495.42999999999995
1854,2337,Wine - Fat Bastard Merlot,"Bernhard, Gorczany and Prosacco",2019,3,1.0,17.0,1.0,11.11,5.890000000000001
1868,2351,Cranberries - Frozen,"Bernhard, Gorczany and Prosacco",2019,2,4.0,212.0,1.0,174.97,37.03
1871,2354,V8 Pet,"Bernhard, Gorczany and Prosacco",2019,5,5.0,100.0,1.0,50.83,49.17
1888,2371,Cookies - Amaretto,Davis-Roob,2019,2,5.0,57.5,2.0,32.05,25.450000000000003
1891,2374,Island Oasis - Magarita Mix,Davis-Roob,2019,3,2.0,23.0,2.0,12.82,10.18
1893,2376,Island Oasis - Magarita Mix,Davis-Roob,2019,4,8.0,92.0,4.0,51.28,40.72
1894,2377,Island Oasis - Magarita Mix,Davis-Roob,2019,5,2.0,23.0,1.0,12.82,10.18
1895,2378,Island Oasis - Magarita Mix,Davis-Roob,2019,6,4.0,46.0,3.0,25.64,20.36
1903,2386,Chinese Foods - Plain Fried Rice,Davis-Roob,2019,4,20.0,330.0,6.0,249.81,80.19
1907,2390,Mix Pina Colada,Davis-Roob,2019,1,17.0,269.75,9.0,203.87,65.88
1910,2393,Lidsoupcont Rp12dn,Davis-Roob,2019,2,22.0,365.5,11.0,280.25,85.25
1912,2395,Lidsoupcont Rp12dn,Davis-Roob,2019,3,13.0,217.75,6.0,167.37,50.379999999999995
1913,2396,Lidsoupcont Rp12dn,Davis-Roob,2019,4,10.0,167.0,5.0,128.25,38.75
1914,2397,Lidsoupcont Rp12dn,Davis-Roob,2019,5,17.0,284.25,8.0,218.37,65.88
1915,2398,Lidsoupcont Rp12dn,Davis-Roob,2019,6,21.0,351.75,9.0,270.36,81.38999999999999
1917,2400,Wine - Muscadet Sur Lie,Davis-Roob,2019,5,1.0,20.0,1.0,11.7,8.3
1941,2424,Cheese - Goat With Herbs,Davis-Roob,2019,2,1.0,36.5,1.0,22.3,14.2
1945,2428,Beans - Wax,Davis-Roob,2019,1,3.0,59.25,3.0,40.29,18.96
1949,2432,Lemonade - Pineapple Passion,Davis-Roob,2019,1,2.0,43.5,2.0,26.42,17.08
1952,2435,"Mushroom - Morels, Dry",Davis-Roob,2019,2,4.0,87.0,4.0,52.72,34.28
1954,2437,"Mushroom - Morels, Dry",Davis-Roob,2019,3,3.0,65.25,2.0,39.51,25.740000000000002
1955,2438,"Mushroom - Morels, Dry",Davis-Roob,2019,5,3.0,65.25,2.0,39.48,25.770000000000003
1957,2440,Galliano,Davis-Roob,2019,3,1.0,72.75,1.0,25.03,47.72
1961,2444,Lettuce - Green Leaf,Davis-Roob,2019,1,1.0,58.75,1.0,35.93,22.82
1968,2451,Soup Knorr Chili With Beans,Davis-Roob,2019,4,1.0,36.0,1.0,17.23,18.77
1970,2453,Soup Knorr Chili With Beans,Davis-Roob,2019,6,1.0,36.0,1.0,17.58,18.42
1972,2455,Wine - Sawmill Creek Autumn,Davis-Roob,2019,2,2.0,50.0,2.0,29.92,20.08
